Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,1133808.512000036,237604.552,376.49600000007194,237981.04800000007,728078.7680003922,2099491.75,0,237604.552,1130.5
